Zeit[h],Leistung[%]
91.7434869739479,100.86369020413753
92.02404809619239,100.84680971180515
92.30460921843688,100.83081586263354
92.58517034068136,100.8157086566227
92.86573146292585,100.80148809377265
93.14629258517034,100.78815417408329
93.42685370741484,100.77570689755476
93.70741482965931,100.76414626418693
93.9879759519038,100.75347227397992
94.2685370741483,100.74368492693364
94.54909819639279,100.73478422304814
94.82965931863727,100.72677016232336
95.11022044088176,100.7196427447594
95.39078156312625,100.71340197035616
95.67134268537075,100.70804783911368
95.95190380761524,100.70358035103197
96.23246492985972,100.69969248275345
96.51302605210421,100.69580998012665
96.7935871743487,100.69191970065341
97.0741482965932,100.68802164433377
97.35470941883767,100.68411581116774
97.63527054108216,100.6802022011553
97.91583166332666,100.67628081429648
98.19639278557115,100.67235165059125
98.47695390781563,100.6684147100396
98.75751503006012,100.66446999264159
99.03807615230461,100.66051749839713
99.3186372745491,100.65655722730631
99.59919839679358,100.65258917936907
99.87975951903807,100.64861335458544
100.16032064128257,100.64462975295542
100.44088176352706,100.64063837447901
100.72144288577154,100.63663921915618
101.00200400801603,100.63263228698696
101.28256513026052,100.62861757797134
101.56312625250501,100.6245950921093
101.8436873747495,100.62056482940092
102.12424849699399,100.61652678984605
102.40480961923848,100.61248097344485
102.68537074148297,100.60842738019721
102.96593186372746,100.6043660101032
103.24649298597194,100.60029686316278
103.52705410821643,100.59621993937597
103.80761523046093,100.59213523874276
104.08817635270542,100.58804276126313
104.3687374749499,100.58394250693712
104.64929859719439,100.57983447576471
104.92985971943888,100.57571866774589
105.21042084168337,100.57159508288068
105.49098196392785,100.56746372116908
105.77154308617234,100.56332458261106
106.05210420841684,100.55917766720664
106.33266533066133,100.55502297495582
106.6132264529058,100.55086050585862
106.8937875751503,100.54669025991501
107.17434869739479,100.54251223712501
107.45490981963928,100.53832643748859
107.73547094188376,100.53413286100579
108.01603206412825,100.52993150767658
108.29659318637275,100.52572237750095
108.57715430861724,100.52150547047896
108.85771543086173,100.51728078661056
109.13827655310621,100.51304832589577
109.4188376753507,100.50880808833456
109.6993987975952,100.50456007392697
109.97995991983969,100.50030428267296
110.26052104208416,100.49604071457256
110.54108216432866,100.49176936962576
110.82164328657315,100.48749024783257
111.10220440881764,100.48320334919296
111.38276553106212,100.47890867370697
111.66332665330661,100.47460622137454
111.9438877755511,100.47029599219574
112.2244488977956,100.46597798617059
112.50501002004007,100.461652203299
112.78557114228457,100.45731864358096
113.06613226452906,100.4529773070166
113.34669338677355,100.4486281936058
113.62725450901803,100.44427130334861
113.90781563126252,100.43990663624503
114.18837675350701,100.43553419229505
114.46893787575151,100.43115397149865
114.749498997996,100.42676597385586
115.03006012024048,100.42237019936667
115.31062124248497,100.41796664803107
115.59118236472946,100.41355531984908
115.87174348697395,100.40913621482073
116.15230460921843,100.40470933294591
116.43286573146293,100.40027467422475
116.71342685370742,100.39583223865714
116.99398797595191,100.39138202624318
117.27454909819639,100.38692403698279
117.55511022044088,100.382458270876
117.83567134268537,100.37798472792285
118.11623246492987,100.37350340812326
118.39679358717434,100.36901431147727
118.67735470941884,100.36451743798489
118.95791583166333,100.36001278764613
119.23847695390782,100.35550036046095
119.5190380761523,100.35098015642936
119.79959919839679,100.34645217555138
120.08016032064128,100.34191641782704
120.36072144288578,100.33737288325624
120.64128256513027,100.33282157183908
120.92184368737475,100.32826248357551
